Sort,Plot,Species,DBH_size_class,Mid dbh,Date,Tally,Biomass,Height
1261,DNR3,AMEL,0_to_2,1,7/29/14,7,1.141,
1262,DNR3,AMEL,2_to_4,3,7/29/14,1,2.524224709,
1263,DNR3,AMEL,4_to_6,5,7/29/14,0,0,
1264,DNR3,AMEL,6_to_8,7,7/29/14,0,0,
1265,DNR3,AMSP,0_to_2,1,7/8/19,2,0.326,
1266,DNR3,AMSP,2_to_4,3,7/8/19,1,2.524224709,
1267,DNR3,AMSP,4_to_6,5,7/8/19,0,0,
1268,DNR3,AMSP,6_to_8,7,7/8/19,0,0,
1269,DNR3,BEPA,0_to_2,1,7/29/14,1,0.0301,
1270,DNR3,BEPA,2_to_4,3,7/29/14,3,2.042169831,
1271,DNR3,BEPA,4_to_6,5,7/29/14,1,2.902235479,
1272,DNR3,BEPA,6_to_8,7,7/29/14,2,15.08607622,
1273,DNR3,FAGR,0_to_2,1,7/29/14,0,0,
1274,DNR3,FAGR,0_to_2,1,7/8/19,2,0.3784,
1275,DNR3,FAGR,2_to_4,3,7/29/14,0,0,
1276,DNR3,FAGR,2_to_4,3,7/8/19,0,0,
1277,DNR3,FAGR,4_to_6,5,7/29/14,1,7.786318258,
1278,DNR3,FAGR,4_to_6,5,7/8/19,2,15.57263652,
1279,DNR3,FAGR,6_to_8,7,7/29/14,0,0,
1280,DNR3,FAGR,6_to_8,7,7/8/19,0,0,
1281,DNR3,PIST,0_to_2,1,7/29/14,0,0,
1282,DNR3,PIST,0_to_2,1,7/8/19,3,0.1224,
1283,DNR3,PIST,2_to_4,3,7/29/14,1,0.689495938,
1284,DNR3,PIST,2_to_4,3,7/8/19,2,1.378991876,
1285,DNR3,PIST,4_to_6,5,7/29/14,1,2.567198612,
1286,DNR3,PIST,4_to_6,5,7/8/19,0,0,
1287,DNR3,PIST,6_to_8,7,7/29/14,0,0,
1288,DNR3,PIST,6_to_8,7,7/8/19,1,6.102671164,
1289,DNR3,POGR,0_to_2,1,7/29/14,32,4.4384,
1290,DNR3,POGR,0_to_2,1,7/8/19,12,1.6644,
1291,DNR3,POGR,2_to_4,3,7/29/14,68,124.6593615,
1292,DNR3,POGR,2_to_4,3,7/8/19,33,60.49645485,
1293,DNR3,POGR,4_to_6,5,7/29/14,91,554.0609848,
1294,DNR3,POGR,4_to_6,5,7/8/19,61,371.4035173,
1295,DNR3,POGR,6_to_8,7,7/29/14,68,912.8443844,
1296,DNR3,POGR,6_to_8,7,7/8/19,51,684.6332883,
1297,DNR3,QURU,0_to_2,1,7/29/14,2,0.0796,
1298,DNR3,QURU,0_to_2,1,7/8/19,2,0.0796,
1299,DNR3,QURU,2_to_4,3,7/29/14,3,2.51334678,
1300,DNR3,QURU,2_to_4,3,7/8/19,1,0.83778226,
1301,DNR3,QURU,4_to_6,5,7/29/14,2,6.909338624,
1302,DNR3,QURU,4_to_6,5,7/8/19,2,6.909338623,
1303,DNR3,QURU,6_to_8,7,7/29/14,1,8.783709746,
1304,DNR3,QURU,6_to_8,7,7/8/19,0,0,
1305,PSA1,ACRU,0_to_2,1,7/17/14,33,1.02861,
1306,PSA1,ACRU,0_to_2,1,7/16/19,18,0.56106,
1307,PSA1,ACRU,2_to_4,3,7/17/14,54,35.61011758,
1308,PSA1,ACRU,2_to_4,3,7/16/19,50,32.9723311,
1309,PSA1,ACRU,4_to_6,5,7/17/14,30,81.77051425,
1310,PSA1,ACRU,4_to_6,5,7/16/19,29,79.04483045,
1311,PSA1,ACRU,6_to_8,7,7/17/14,18,124.9371695,
1312,PSA1,ACRU,6_to_8,7,7/16/19,21,145.7600311,
1313,PSA1,AMEL,0_to_2,1,7/17/14,5,0.815,
1314,PSA1,AMEL,2_to_4,3,7/17/14,3,7.572674128,
1315,PSA1,AMEL,4_to_6,5,7/17/14,0,0,
1316,PSA1,AMEL,6_to_8,7,7/17/14,0,0,
1317,PSA1,PIRE,0_to_2,1,7/17/14,1,0.0526,
1318,PSA1,PIRE,0_to_2,1,7/16/19,1,0.0526,
1319,PSA1,PIRE,2_to_4,3,7/17/14,0,0,
1320,PSA1,PIRE,2_to_4,3,7/16/19,0,0,
1321,PSA1,PIRE,4_to_6,5,7/17/14,0,0,
1322,PSA1,PIRE,4_to_6,5,7/16/19,0,0,
1323,PSA1,PIRE,6_to_8,7,7/17/14,1,7.170251246,
1324,PSA1,PIRE,6_to_8,7,7/16/19,1,7.170251246,
1325,PSA1,PIST,0_to_2,1,7/17/14,8,0.3264,
1326,PSA1,PIST,0_to_2,1,7/16/19,12,0.4896,
1327,PSA1,PIST,2_to_4,3,7/17/14,12,8.273951259,
1328,PSA1,PIST,2_to_4,3,7/16/19,12,8.273951259,
1329,PSA1,PIST,4_to_6,5,7/17/14,6,15.40319167,
1330,PSA1,PIST,4_to_6,5,7/16/19,8,20.53758889,
1331,PSA1,PIST,6_to_8,7,7/17/14,9,54.92404048,
1332,PSA1,PIST,6_to_8,7,7/16/19,8,48.82136931,
1333,PSA1,POGR,0_to_2,1,7/17/14,2,0.2774,
1334,PSA1,POGR,0_to_2,1,7/16/19,0,0,
1335,PSA1,POGR,2_to_4,3,7/17/14,3,5.499677713,
1336,PSA1,POGR,2_to_4,3,7/16/19,0,0,
1337,PSA1,POGR,4_to_6,5,7/17/14,14,85.2401515,
1338,PSA1,POGR,4_to_6,5,7/16/19,13,79.15156925,
1339,PSA1,POGR,6_to_8,7,7/17/14,41,550.3914671,
1340,PSA1,POGR,6_to_8,7,7/16/19,31,416.1496458,
1341,PSA1,QURU,0_to_2,1,7/17/14,5,0.199,
1342,PSA1,QURU,0_to_2,1,7/16/19,5,0.199,
1343,PSA1,QURU,2_to_4,3,7/17/14,8,6.702258079,
1344,PSA1,QURU,2_to_4,3,7/16/19,7,5.864475819,
1345,PSA1,QURU,4_to_6,5,7/17/14,3,10.36400794,
1346,PSA1,QURU,4_to_6,5,7/16/19,2,6.909338623,
1347,PSA1,QURU,6_to_8,7,7/17/14,7,61.48596822,
1348,PSA1,QURU,6_to_8,7,7/16/19,6,52.70225847,
1349,PSA2,ACRU,0_to_2,1,7/16/19,6,0.18702,
1350,PSA2,ACRU,0_to_2,1,NA,33,1.02861,
1351,PSA2,ACRU,2_to_4,3,7/16/19,28,18.46450541,
1352,PSA2,ACRU,2_to_4,3,NA,39,25.71841825,
1353,PSA2,ACRU,4_to_6,5,7/16/19,41,111.7530361,
1354,PSA2,ACRU,4_to_6,5,NA,35,95.3989333,
1355,PSA2,ACRU,6_to_8,7,7/16/19,27,187.4057542,
1356,PSA2,ACRU,6_to_8,7,NA,20,138.8190772,
1357,PSA2,AMEL,0_to_2,1,NA,0,0,
1358,PSA2,AMEL,2_to_4,3,NA,1,2.524224709,
1359,PSA2,AMEL,4_to_6,5,NA,0,0,
1360,PSA2,AMEL,6_to_8,7,NA,0,0,
1361,PSA2,BEPA,0_to_2,1,7/16/19,0,0,
1362,PSA2,BEPA,2_to_4,3,7/16/19,0,0,
1363,PSA2,BEPA,4_to_6,5,7/16/19,1,2.902235479,
1364,PSA2,BEPA,6_to_8,7,7/16/19,0,0,
1365,PSA2,FAGR,0_to_2,1,7/16/19,1,0.1892,
1366,PSA2,FAGR,2_to_4,3,7/16/19,0,0,
1367,PSA2,FAGR,4_to_6,5,7/16/19,0,0,
1368,PSA2,FAGR,6_to_8,7,7/16/19,0,0,
1369,PSA2,PIRE,0_to_2,1,7/16/19,0,0,
1370,PSA2,PIRE,0_to_2,1,NA,1,0.0526,
1371,PSA2,PIRE,2_to_4,3,7/16/19,1,0.843526264,
1372,PSA2,PIRE,2_to_4,3,NA,0,0,
1373,PSA2,PIRE,4_to_6,5,7/16/19,0,0,
1374,PSA2,PIRE,4_to_6,5,NA,1,3.065096704,
1375,PSA2,PIRE,6_to_8,7,7/16/19,0,0,
1376,PSA2,PIRE,6_to_8,7,NA,0,0,
1377,PSA2,PIST,0_to_2,1,7/16/19,42,1.7136,
1378,PSA2,PIST,0_to_2,1,NA,39,1.5912,
1379,PSA2,PIST,2_to_4,3,7/16/19,8,5.515967506,
1380,PSA2,PIST,2_to_4,3,NA,5,3.447479691,
1381,PSA2,PIST,4_to_6,5,7/16/19,3,7.701595835,
1382,PSA2,PIST,4_to_6,5,NA,4,10.26879445,
1383,PSA2,PIST,6_to_8,7,7/16/19,2,12.20534233,
1384,PSA2,PIST,6_to_8,7,NA,4,24.41068465,
1385,PSA2,POGR,0_to_2,1,7/16/19,0,0,
1386,PSA2,POGR,0_to_2,1,NA,1,0.1387,
1387,PSA2,POGR,2_to_4,3,7/16/19,0,0,
1388,PSA2,POGR,2_to_4,3,NA,5,9.166129522,
1389,PSA2,POGR,4_to_6,5,7/16/19,6,36.5314935,
1390,PSA2,POGR,4_to_6,5,NA,17,103.5058983,
1391,PSA2,POGR,6_to_8,7,7/16/19,15,201.3627318,
1392,PSA2,POGR,6_to_8,7,NA,28,375.8770995,
1393,PSA2,POTR,0_to_2,1,NA,0,0,
1394,PSA2,POTR,2_to_4,3,NA,0,0,
1395,PSA2,POTR,4_to_6,5,NA,4,16.06656711,
1396,PSA2,POTR,6_to_8,7,NA,2,19.42048173,
1397,PSA2,QURU,0_to_2,1,7/16/19,0,0,
1398,PSA2,QURU,0_to_2,1,NA,1,0.0398,
1399,PSA2,QURU,2_to_4,3,7/16/19,4,3.35112904,
1400,PSA2,QURU,2_to_4,3,NA,5,4.1889113,
1401,PSA2,QURU,4_to_6,5,7/16/19,1,3.454669312,
1402,PSA2,QURU,4_to_6,5,NA,6,20.72801587,
1403,PSA2,QURU,6_to_8,7,7/16/19,3,26.35112924,
1404,PSA2,QURU,6_to_8,7,NA,1,8.783709746,
1405,PSA3,ACRU,0_to_2,1,7/17/19,5,0.15585,
1406,PSA3,ACRU,0_to_2,1,NA,13,0.40521,
1407,PSA3,ACRU,2_to_4,3,7/17/19,21,13.84837906,
1408,PSA3,ACRU,2_to_4,3,NA,25,16.48616555,
1409,PSA3,ACRU,4_to_6,5,7/17/19,17,46.33662474,
1410,PSA3,ACRU,4_to_6,5,NA,15,40.88525713,
1411,PSA3,ACRU,6_to_8,7,7/17/19,20,138.8190772,
1412,PSA3,ACRU,6_to_8,7,NA,19,131.8781233,
1413,PSA3,BEPA,0_to_2,1,7/17/19,0,0,
1414,PSA3,BEPA,0_to_2,1,NA,0,0,
1415,PSA3,BEPA,2_to_4,3,7/17/19,1,0.680723277,
1416,PSA3,BEPA,2_to_4,3,NA,1,0.680723277,
1417,PSA3,BEPA,4_to_6,5,7/17/19,1,2.902235479,
1418,PSA3,BEPA,4_to_6,5,NA,1,2.902235479,
1419,PSA3,BEPA,6_to_8,7,7/17/19,4,30.17215243,
1420,PSA3,BEPA,6_to_8,7,NA,7,52.80126675,
1421,PSA3,FAGR,0_to_2,1,7/17/19,7,1.3244,
1422,PSA3,FAGR,0_to_2,1,NA,8,1.5136,
1423,PSA3,FAGR,2_to_4,3,7/17/19,6,14.35751718,
1424,PSA3,FAGR,2_to_4,3,NA,8,19.14335623,
1425,PSA3,FAGR,4_to_6,5,7/17/19,4,31.14527303,
1426,PSA3,FAGR,4_to_6,5,NA,2,15.57263652,
1427,PSA3,FAGR,6_to_8,7,7/17/19,2,33.87459182,
1428,PSA3,FAGR,6_to_8,7,NA,3,50.81188773,
1429,PSA3,PIRE,0_to_2,1,7/17/19,3,0.1578,
1430,PSA3,PIRE,0_to_2,1,NA,1,0.0526,
1431,PSA3,PIRE,2_to_4,3,7/17/19,1,0.843526264,
1432,PSA3,PIRE,2_to_4,3,NA,1,0.843526264,
1433,PSA3,PIRE,4_to_6,5,7/17/19,0,0,
1434,PSA3,PIRE,4_to_6,5,NA,0,0,
1435,PSA3,PIRE,6_to_8,7,7/17/19,0,0,
1436,PSA3,PIRE,6_to_8,7,NA,0,0,
1437,PSA3,PIST,0_to_2,1,7/17/19,18,0.7344,
1438,PSA3,PIST,0_to_2,1,NA,14,0.5712,
1439,PSA3,PIST,2_to_4,3,7/17/19,4,2.757983753,
1440,PSA3,PIST,2_to_4,3,NA,0,0,
1441,PSA3,PIST,4_to_6,5,7/17/19,0,0,
1442,PSA3,PIST,4_to_6,5,NA,0,0,
1443,PSA3,PIST,6_to_8,7,7/17/19,1,6.102671164,
1444,PSA3,PIST,6_to_8,7,NA,0,0,
1445,PSA3,POGR,0_to_2,1,7/17/19,1,0.1387,
1446,PSA3,POGR,0_to_2,1,NA,8,1.1096,
1447,PSA3,POGR,2_to_4,3,7/17/19,1,1.833225904,
1448,PSA3,POGR,2_to_4,3,NA,9,16.49903314,
1449,PSA3,POGR,4_to_6,5,7/17/19,6,36.5314935,
1450,PSA3,POGR,4_to_6,5,NA,16,97.417316,
1451,PSA3,POGR,6_to_8,7,7/17/19,17,228.2110961,
1452,PSA3,POGR,6_to_8,7,NA,37,496.6947385,
1453,PSA3,QURU,0_to_2,1,7/17/19,1,0.0398,
1454,PSA3,QURU,0_to_2,1,NA,0,0,
1455,PSA3,QURU,2_to_4,3,7/17/19,7,5.864475819,
1456,PSA3,QURU,2_to_4,3,NA,13,10.89116938,
1457,PSA3,QURU,4_to_6,5,7/17/19,8,27.63735449,
1458,PSA3,QURU,4_to_6,5,NA,8,27.63735449,
1459,PSA3,QURU,6_to_8,7,7/17/19,4,35.13483898,
1460,PSA3,QURU,6_to_8,7,NA,3,26.35112924,
1461,PSA3,Unknown,0_to_2,1,NA,1,0.163,
1462,PSA3,Unknown,2_to_4,3,NA,0,0,
1463,PSA3,Unknown,4_to_6,5,NA,0,0,
1464,PSA3,Unknown,6_to_8,7,NA,0,0,
